,,,"Author, editor or organization",Year derived,Title,Subtitle,Reference type,Periodical,DOI name,Volume,Number,Date,Page range,Keywords,Categories,StartDate (= Custom field 1)
TRUE,FALSE,FALSE,"Kappes, M. S.; Malet, J.-P.; Remaître, A.; Horton, P.; Jaboyedoff, M.; Bell, R.",2011,"Assessment of debris-flow susceptibility at medium-scale in the Barcelonnette Basin, France",,Journal Article,Nat. Hazards Earth Syst. Sci. (Natural Hazards and Earth System Sciences),10.5194/nhess-11-627-2011,11,2,,627–641,,"2.2 Env. centred; 3.3 Subjectively/Visually; 4.11 Hazard; 4.13 Impact; 4.17 Magnitude; 4.20 Frequency; 4.37 Danger; 4.38 Threat; 4.64 Sudden; 5.10.1 Geology (slope, aspect, lithology, etc.); 5.16.3 GIS; 5.25 Land use; 6.1.1 Statistical; 7.3 Risk; 7.8 Management; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 11.3.17 France; 12.7.1 Landslide/debris flow; 14.2 Earth Science; 15.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Stanchi, S.; Freppaz, M.; Zanini, E.",2012,"The influence of Alpine soil properties on shallow movement hazards, investigated through factor analysis",,Journal Article,Nat. Hazards Earth Syst. Sci. (Natural Hazards and Earth System Sciences),10.5194/nhess-12-1845-2012,12,6,,1845–1854,1157,2.2 Env. centred; 3.3 Subjectively/Visually; 4.12 Intensity; 4.28 Severe; 5.10.8 Sediment; 6.1.1 Statistical; 7.1 Resilience; 7.5 Climate change; 7.7 Health & psychology; 7.10 Agriculture; 7.24 Vulnerability; 7.37 Fragility; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.7 Italy; 12.4.11 Severe precipitation; 12.7.1 Landslide/debris flow; 14.2 Earth Science; 15.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Frazier, Amy E.; Hemingway, Benjamin L.; Brasher, Jordan P.",2019,Land surface heterogeneity and tornado occurrence: an analysis of Tornado Alley and Dixie Alley,,Journal Article,"Geomatics, Natural Hazards and Risk",10.1080/19475705.2019.1583292,10,1,,1475–1492,138,2.2 Env. centred; 3.3 Subjectively/Visually; 4.32 Rare; 5.2.2 Storm activity; 7.7 Health & psychology; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.1.16 USA; 12.4.4 Tornado; 14.3 Climate Science; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Pettay, D. Tye; Wham, Drew C.; Smith, Robin T.; Iglesias-Prieto, Roberto; LaJeunesse, Todd C.",2015,Microbial invasion of the Caribbean by an Indo-Pacific coral zooxanthella,,Journal Article,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1502283112,112,24,,7513–7518,,2.2 Env. centred; 3.3 Subjectively/Visually; 4.83 Perturbation; 5.8.2 Genetic; 6.1.1 Statistical; 7.5 Climate change; 7.6 Human activity; 7.15 Response and recovery; 7.17 Habitat destruction; 7.26 Ecology and ecosystems; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 11.9 Indo-Pacific; 12.3.1 Climate Change; 14.4 Ecology; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Wang, Xu; Ding, Zhongli; Peng, Ping'an",2012,Changes in fire regimes on the Chinese Loess Plateau since the last glacial maximum and implications for linkages to paleoclimate and past human activity,,Journal Article,"Palaeogeography, Palaeoclimatology, Palaeoecology",10.1016/j.palaeo.2011.11.008,315-316,,,61–74,,"2.2 Env. centred; 3.4 Statistically; 4.2 Abrupt; 4.12 Intensity; 4.17 Magnitude; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.100 Peak; 5.10.6 Sediment (grain size); 5.10.8 Sediment; 5.15.2 Time Series; 5.18.1 Carbon abundance; 6.1.1 Statistical; 7.5 Climate change; 7.6 Human activity; 7.10 Agriculture; 7.11 Land use & landscape changes; 7.18 Prediction; 7.37 Fragility; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 8.4 Prehistorical (<10,000); 9.2 Discovery-driven; 11.4.1 China; 12.3.1 Climate Change; 12.8.1 Fire; 13.62 Younger Dryas; 13.63 Bolling-Allerod; 13.64 Dansgaard-Oeschger; 14.7 Palaeo Science; 15.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Li, Zhi; Zheng, Fen-li; Liu, Wen-zhao; Flanagan, Dennis C.",2010,Spatial distribution and temporal trends of extreme temperature and precipitation events on the Loess Plateau of China during 1961–2007,,Journal Article,Quaternary International,10.1016/j.quaint.2010.03.003,226,1-2,,92–100,,2.2 Env. centred; 3.4 Statistically; 4.8 Catastrophic; 4.9 Abnormal; 4.10 Anomalous; 4.13 Impact; 4.17 Magnitude; 4.20 Frequency; 4.28 Severe; 4.50 Uncertainty; 5.13.8 Temperature; 5.13.10 Precipitation; 5.15.2 Time Series; 6.1.1 Statistical; 7.4 Adaptation; 7.8 Management; 7.10 Agriculture; 7.18 Prediction; 7.53 Trending Extremes; 7.68 Distribution; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 12.4.10 Temperature extremes; 12.4.11 Severe precipitation; 14.3 Climate Science; 15.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Räsänen, Timo A.; Lindgren, Ville; Guillaume, Joseph H. A.; Buckley, Brendan M.; Kummu, Matti",2016,On the spatial and temporal variability of ENSO precipitation and drought teleconnection in mainland Southeast Asia,,Journal Article,Clim. Past (Climate of the Past),10.5194/cp-12-1889-2016,12,9,,1889–1905,,2.2 Env. centred; 3.4 Statistically; 4.10 Anomalous; 4.13 Impact; 4.17 Magnitude; 4.50 Uncertainty; 5.13.10 Precipitation; 5.15.2 Time Series; 5.42 Tree ring; 6.1.1 Statistical; 7.4 Adaptation; 7.18 Prediction; 7.24 Vulnerability; 7.25 Climate & circulation; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.14 Mainlain Southeast Asia; 12.4.1 Flood; 12.4.3 Drought; 12.4.3.2 Extreme dry (season); 12.4.11 Severe precipitation; 12.10.3 ENSO; 14.3 Climate Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Zhang, Junxi; Gao, Yang; Luo, Kun; Leung, L. Ruby; Zhang, Yang; Wang, Kai; Fan, Jianren",2018,Impacts of compound extreme weather events on ozone in the present and future,,Journal Article,Atmos. Chem. Phys. (Atmospheric Chemistry and Physics),10.5194/acp-18-9861-2018,18,13,,9861–9877,310,2.2 Env. centred; 3.4 Statistically; 4.12 Intensity; 4.13 Impact; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.53 Compounding; 5.13.1 Climate Models (simulation); 5.13.2 Wind velocity; 5.13.8 Temperature; 5.13.10 Precipitation; 6.1.1 Statistical; 7.5 Climate change; 7.7 Health & psychology; 7.9 Mitigation; 7.59 Pollution; 8.5 Projected (future); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.1.12 North America; 12.4.9 Severe heat/heat wave; 12.10.1 Atmospheric stagnation; 12.10.4 Ozone episodes; 14.3 Climate Science; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Ameca y Juárez, Eric I.; Jiang, Zhigang",2016,Flood exposure for vertebrates in China's terrestrial priority areas for biodiversity conservation: Identifying internal refugia,,Journal Article,Biological Conservation,10.1016/j.biocon.2016.04.021,199,,,137–145,,2.3 Policy; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.8 Catastrophic; 4.12 Intensity; 4.14 Exposure; 4.15 Sensitivity; 4.20 Frequency; 4.28 Severe; 4.53 Compounding; 4.64 Sudden; 4.93 Stochastic; 5.2.6 Flood Event Records; 5.3.2 IUCN Status; 5.16.3 GIS; 6.1.1 Statistical; 7.1 Resilience; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.6 Human activity; 7.7 Health & psychology; 7.8 Management; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.48 Thresholds/Tipping points; 7.76 Refuge; 8.1 Contemporary (>1900); 9.3 Question-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 12.4.1 Flood; 12.4.20 Extreme Weather Event; 14.4 Ecology; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Kaiser, Mark J.",2007,World offshore energy loss statistics,,Journal Article,Energy Policy,10.1016/j.enpol.2006.12.020,35,6,,3496–3525,,2.3 Policy; 2.5 Infrastructure-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.8 Catastrophic; 4.11 Hazard; 4.19 frequency-magnitude; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.28 Severe; 4.50 Uncertainty; 4.89 Peril; 5.20.2 Financial Costs; 5.34 Lit. Review; 6.1.2 Numerical; 6.2.2 Review; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.7 Health & psychology; 7.21 Loss and damage; 7.28 Industrialization & infrastructure; 7.72 Insurance; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.1 Global; 12.2.1 Earthquake; 12.4.2 Storms; 12.4.5 Hurricane; 12.4.18 Tsunami; 12.4.19 Freeze event; 12.4.20 Extreme Weather Event; 12.5.1 Explosion; 12.8.1.1 Fire (infrastructure); 13.6 2004-2005 Gul of Mexico Hurricane; 14.1 Social Science; 14.6 Engineering; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Birkmann, Jörn; Teichman, Korinna von",2010,"Integrating disaster risk reduction and climate change adaptation: key challenges—scales, knowledge, and norms",,Journal Article,Sustain Sci (Sustainability Science),10.1007/s11625-010-0108-y,5,2,,171–184,,2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.11 Hazard; 4.30 Devastative; 5.19.2 Questionnaires; 5.34 Lit. Review; 6.2.2 Review; 7.1 Resilience; 7.3 Risk; 7.4 Adaptation; 7.8 Management; 7.9 Mitigation; 7.14 Early warning systems (EWS); 7.15 Response and recovery; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.4 Persuasion; 9.5 Review; 11.1 Global; 12.3.1 Climate Change; 12.4.1 Flood; 12.4.2 Storms; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Smith, Will; Dressler, Wolfram",2019,Governing vulnerability: The biopolitics of conservation and climate in upland Southeast Asia,,Journal Article,Political Geography,10.1016/j.polgeo.2019.04.004,72,,,76–86,118,2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.13 Impact; 4.28 Severe; 5.12.3 Examples/Cases; 5.19.1 Anecdotal; 6.2.2 Review; 7.1 Resilience; 7.10 Agriculture; 7.12 Resource security; 7.17 Habitat destruction; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.35 Capacity; 8.1 Contemporary (>1900); 9.4 Persuasion; 10.1 Start year; 10.2 End year; 11.4.11 Phillipines; 12.4.3 Drought; 14.1 Social Science; 15.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Small, Mitchell J.; Xian, Siyuan",2018,A human-environmental network model for assessing coastal mitigation decisions informed by imperfect climate studies,,Journal Article,Global Environmental Change,10.1016/j.gloenvcha.2018.09.006,53,,,137–145,257,"2.3 Policy; 3.3 Subjectively/Visually; 4.13 Impact; 4.17 Magnitude; 4.20 Frequency; 5.31 Bayesian modelling; 6.1.1 Statistical; 7.13 Human perception; 7.18 Prediction; 7.28 Industrialization & infrastructure; 7.39 Human-environment dynamics; 8.5 Projected (future); 9.2 Discovery-driven; 11.5.1.10 NYC, North America; 12.2.1 Earthquake; 12.4.5 Hurricane; 12.4.13 Sea surge; 13.3 Hurricane Katrina; 13.5 Hurricane Sandy; 13.7 Hurricane Irma; 14.1 Social Science; 15.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Hazeleger, W.; van den Hurk, B.J.J.M.; Min, E.; van Oldenborgh, G. J.; Petersen, A. C.; Stainforth, D. A.; Vasileiadou, E.; Smith, L. A.",2015,Tales of future weather,,Journal Article,Nature Clim Change (Nature Climate Change),10.1038/NCLIMATE2450,5,2,,107–113,822,2.3 Policy; 3.3 Subjectively/Visually; 4.13 Impact; 6.2.4 Philosophical; 6.2.5 Critique; 7.5 Climate change; 7.9 Mitigation; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.1 Global; 12.1 Extreme events (general); 14.3 Climate Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Evin, Guillaume; Curt, Thomas; Eckert, Nicolas",2018,Has fire policy decreased the return period of the largest wildfire events in France? A Bayesian assessment based on extreme value theory,,Journal Article,Nat. Hazards Earth Syst. Sci. (Natural Hazards and Earth System Sciences),10.5194/nhess-18-2641-2018,18,10,,2641–2651,271,2.3 Policy; 3.4 Statistically; 4.10 Anomalous; 4.13 Impact; 4.16 Disturbance; 4.24 Crisis; 4.30 Devastative; 5.2.7 Fire database; 5.15.2 Time Series; 6.1.1 Statistical; 7.2 Populations; 7.3 Risk; 7.5 Climate change; 7.6 Human activity; 7.21 Loss and damage; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.17 France; 12.4.1 Flood; 12.4.3 Drought; 12.4.9 Severe heat/heat wave; 12.8.1 Fire; 14.1 Social Science; 15.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Smid, M.; Russo, S.; Costa, A. C.; Granell, C.; Pebesma, E.",2019,Ranking European capitals by exposure to heat waves and cold waves,,Journal Article,Urban Climate,10.1016/j.uclim.2018.12.010,27,,,388–402,174,2.3 Policy; 3.4 Statistically; 4.11 Hazard; 4.14 Exposure; 4.17 Magnitude; 4.28 Severe; 4.35 Persistence (duration); 5.24 Indeces (Composite); 6.1 Quantitative; 7.2 Populations; 7.3 Risk; 7.5 Climate change; 7.6 Human activity; 7.7 Health & psychology; 7.14 Early warning systems (EWS); 7.18 Prediction; 7.24 Vulnerability; 7.25 Climate & circulation; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.19 Europe; 12.4.9 Severe heat/heat wave; 12.4.10 Temperature extremes; 13.12 2010 European heatwave; 14.3 Climate Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Cunningham, Susan J.; Kruger, Andries C.; Nxumalo, Mthobisi P.; Hockey, Philip A. R.",2013,Identifying biologically meaningful hot-weather events using threshold temperatures that affect life-history,,Journal Article,PloS one,10.1371/journal.pone.0082492,8,12,,e82492,970,2.4 Plant/animal; 3.1 Quantitatively; 4.12 Intensity; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.51 Duration; 5.13.8 Temperature; 6.1.1 Statistical; 7.7 Health & psychology; 7.26 Ecology and ecosystems; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 9.3 Question-driven; 10.1 Start year; 10.2 End year; 11.6.3 South Africa; 12.4.9 Severe heat/heat wave; 14.4 Ecology; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Oliveira, J. P.; Sousa-Pinto, I.; Weber, G. M.; Bertocci, I.",2014,Interplay of experimental harvesting and climate-related disturbance on benthic assemblages of rocky seashores,,Journal Article,Mar. Ecol. Prog. Ser. (Marine Ecology Progress Series),10.3354/meps10574,495,,,131–142,,2.4 Plant/animal; 3.2 Analogously; 4.16 Disturbance; 4.20 Frequency; 4.53 Compounding; 5.3.6 Faunal abundance; 6.1.1 Statistical; 7.2 Populations; 7.5 Climate change; 7.6 Human activity; 7.15 Response and recovery; 7.18 Prediction; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.33 Change; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 11.3.12 Portugal; 14.4 Ecology; 15.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Collins, Catherine J.; Rawlence, Nicolas J.; Prost, Stefan; Anderson, Christian N. K.; Knapp, Michael; Scofield, R. Paul; Robertson, Bruce C.; Smith, Ian; Matisoo-Smith, Elizabeth A.; Chilvers, B. Louise; Waters, Jonathan M.",2014,Extinction and recolonization of coastal megafauna following human arrival in New Zealand,,Journal Article,Proceedings. Biological sciences,10.1098/rspb.2014.0097,281,1786,,,895,"2.4 Plant/animal; 3.3 Subjectively/Visually; 4.4 Rapid; 4.13 Impact; 5.8.1 DNA; 5.15.1 Radiocarbon; 5.31 Bayesian modelling; 6.1.1 Statistical; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 8.3 Early Holocene (10,000-1500); 9.1 Hypothesis-driven; 11.2.7 New Zealand; 12.8.14 Extinction; 14.7 Palaeo Science; 15.1 Completed; 21 Complete set",
TRUE,FALSE,FALSE,"Hölting, Monique; Bovolo, C. Isabella; Ernst, Raffael",2016,Facing complexity in tropical conservation: how reduced impact logging and climatic extremes affect beta diversity in tropical amphibian assemblages,,Journal Article,Biotropica,10.1111/btp.12309,48,4,,528–536,,2.4 Plant/animal; 3.3 Subjectively/Visually; 4.10 Anomalous; 4.12 Intensity; 4.16 Disturbance; 4.20 Frequency; 4.28 Severe; 4.35 Persistence (duration); 4.76 Extremes; 5.3.6 Faunal abundance; 6.1.1 Statistical; 7.1 Resilience; 7.6 Human activity; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.48 Thresholds/Tipping points; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 10.1 Start year; 10.2 End year; 11.5.2.1 Guyana; 12.4.1 Flood; 12.4.3 Drought; 14.4 Ecology; 15.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Azevedo, L. S.; Pestana, I. A.; Rocha, A. R. M.; Meneguelli-Souza, A. C.; Lima, C. A. I.; Almeida, M. G.; Bastos, W. R.; Souza, C. M. M.",2018,"Drought promotes increases in total mercury and methylmercury concentrations in fish from the lower Paraíba do Sul river, southeastern Brazil",,Journal Article,Chemosphere,10.1016/j.chemosphere.2018.03.059,202,,,483–490,312,"2.4 Plant/animal; 3.3 Subjectively/Visually; 4.12 Intensity; 4.13 Impact; 4.20 Frequency; 4.40 Atypical; 5.9.6 Elemental; 5.13.10 Precipitation; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.46 Bioaccumulation (e.g., mercury); 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.2.5 Brazil; 12.4.3 Drought; 14.4 Ecology; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"MULHOLLAND, PATRICK J.; ROBERTS, BRIAN J.; HILL, WALTER R.; SMITH, JOHN G.",2009,Stream ecosystem responses to the 2007 spring freeze in the southeastern United States: unexpected effects of climate change,,Journal Article,Global change biology,10.1111/j.1365-2486.2009.01864.x,15,7,,1767–1776,,"2.4 Plant/animal; 3.3 Subjectively/Visually; 4.20 Frequency; 4.28 Severe; 4.29 Dramatic effect; 4.33 Unusual; 4.53 Compounding; 5.3.1 Growth (body size); 5.7.1 Water chemistry; 5.13.8 Temperature; 5.41 Light radiation; 6.1.1 Statistical; 7.5 Climate change; 7.48 Thresholds/Tipping points; 9.2 Discovery-driven; 11.5.1.14 Tennessee, USA; 12.4.19 Freeze event; 13.45 2007 Spring Freeze, SW USA; 14.4 Ecology; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Cheng, Min-Yuan; Wu, Yu-Wei",2013,Multi-agent-based data exchange platform for bridge disaster prevention: a case study in Taiwan,,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-013-0708-9,69,1,,311–326,989,2.5 Infrastructure-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 5.10.8 Sediment; 5.14.4 River Discharge Values; 5.14.5 Water level/flow; 7.4 Adaptation; 7.7 Health & psychology; 7.8 Management; 7.15 Response and recovery; 7.28 Industrialization & infrastructure; 7.60 Disaster prevention; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.4.8 Taiwan; 12.2.1 Earthquake; 12.4.1 Flood; 12.4.5 Hurricane; 12.5.3 Corrosion/senescence; 12.7.1 Landslide/debris flow; 14.1 Social Science; 14.6 Engineering; 15.1 Completed; 19 Cluster 3; 21 Complete set,
